COUNTY,STATE,ZHVI_2020,ZHVI_2021,ZHVI_2023,WFIR_AFREQ_2020,WFIR_EXPT_2020,WFIR_RISKS_2020,WFIR_AFREQ_2021,WFIR_EXPT_2021,WFIR_RISKS_2021,WFIR_AFREQ_2023,WFIR_EXPT_2023,WFIR_RISKS_2023
Pike County,IN,114245.59845468152,131481.33552532564,153783.62990140668,4.1717666344e-05,137971655.24728215,0.503697811706431,4.1717666344e-05,141737268.75453356,0.490081549208548,0.000355033551029,3776199004.2333055,23.35348393254852
Todd County,KY,120018.98585074925,140653.73557378133,175477.2624854514,0.000101218885006,18202188.660969008,0.455175405352298,0.000101218885006,18720628.46219169,0.441971763008013,1.2192835083e-05,24426716059.98522,10.308622335348392
Union County,IA,109674.93668456364,121146.55309074698,132463.29785379328,0.000137621174059,4307349084.717465,3.61641503557275,0.000137621174059,4439852212.626546,3.564557167843798,0.000349087740537,9716970069.95844,50.39770919503659
Greene County,IL,88289.93384599232,93081.52927936328,90317.23328376874,2.0541938878e-05,157890447.86756155,0.602249280706129,2.0541938878e-05,162459190.59589943,0.588193206809481,2.5915985027e-05,3042075277.571433,0.159083678014636
Glades County,FL,147788.33837852158,177421.68719760378,242435.85082290988,0.013603455302483,26551263220.42988,25.9186972445844,0.013603455302483,27302580433.46331,25.93432605762083,0.01078542377911,23770466982.42109,93.06395163856187
Edmonson County,KY,117146.06822323852,139945.61124218945,167016.38217041016,0.000175119061052,194690899.6195976,0.898765125075998,0.000175119061052,199922410.64658144,0.872392215024974,1.787981801e-05,18022887814.490986,7.126948775055679
Morgan County,UT,469012.7087197515,578421.1161774441,659915.3268005914,0.00282039678467,30539928352.02493,2.634416205311059,0.00282039678467,31362006854.122,2.633163228523583,0.004385565124198,69816462929.78261,83.83709831371301
Crawford County,GA,124568.24651905996,141144.7136964593,172986.4543131067,0.000135612620584,5537178344.086219,2.202326123051898,0.000135612620584,5689104980.547084,2.137540950223058,2.1779451619e-05,36360149627.58024,19.440025453388483
Blackford County,IN,77530.00393811883,90238.79937804436,109495.330275846,3.08712894e-06,0.0,0.0,3.08712894e-06,0.0,0.0,9.999999747e-06,34311124307.55619,8.304167992363984
Koochiching County,MN,107183.10844701708,118951.96209137136,140427.44291840395,0.000145982351205,8550579123.158201,4.30808403368299,0.000145982351205,8779628917.783194,4.22947196456872,0.000253896303826,25041169880.79117,42.47534202990773
Summers County,WV,92847.6547746937,109178.87847329724,121500.55049315142,0.001226161230307,5146186661.220615,8.326840982096885,0.001226161230307,5283882222.284988,8.062330854008879,0.002284254378813,2376378520.572221,54.438434616608326
Little River County,AR,106809.87866584797,122076.83642833904,135122.31445397277,0.000533346826921,2845948948.8898134,4.136672076325351,0.000533346826921,2925205525.475712,4.13043450108762,0.000331980844676,13108491250.199535,40.50270442252625
Fulton County,AR,138608.0684601988,164588.59892354984,175296.9877952518,0.000907455246228,4291297055.033915,6.786484706393198,0.000907455246228,4407557926.317532,6.707515372539897,0.001619183560557,7708876654.58806,58.22462615335665
Jefferson County,MT,301219.4442713401,372628.3890114091,470110.5866246834,0.002463501349421,20450400090.79721,7.641530949917411,0.002463501349421,21003484134.988613,7.586143868210439,0.00124249896028,60185402646.48184,85.587018771874
Lawrence County,MS,107247.62020772084,119579.02337478328,119625.15755293914,0.000527119426219,3630752358.8678703,3.810678671423063,0.000527119426219,3731385948.543876,3.707557900486766,0.00049719591445,5378231404.559808,37.35284759783647
Chickasaw County,IA,143497.74293270966,156698.4712225721,184154.42650668183,1.5333887617e-05,4386811441.714156,2.130831179607652,1.5333887617e-05,4518209383.585309,2.046339353005761,9.999999747e-06,43164167988.19089,15.2402163538021
Rains County,TX,206403.9096111712,240574.2710170547,277325.7980202326,0.000352290876016,8082799741.241165,5.195860675459667,0.000352290876016,8301569962.240808,5.181059829894678,0.000356128083874,24582869933.202354,57.36557429207764
Morris County,TX,115016.44812441662,137198.7212473998,150666.3593929498,0.000976557130652,4228318965.9476,6.331076781317684,0.000976557130652,4345431718.438722,6.321801984224552,0.000992713171418,17285763560.83045,88.51415844734329
Lunenburg County,VA,99174.90469833084,114844.84877899472,127602.92555830684,7.5620754034e-05,765708665.1281837,1.243009621438024,7.5620754034e-05,786354589.2845107,1.243032837553419,2.1728788999e-05,18360227293.73523,8.558701877187401
Skamania County,WA,387385.93332051206,465447.9832352763,516412.854372957,0.001355454985592,2697906206.3986225,2.628131757315861,0.001355454985592,2770440117.4669914,2.628223413964244,0.000472348022867,33232172103.69924,84.09163219853643
Custer County,MT,150022.43361338225,180439.55787644,219785.49383745863,0.004260413223224,1751308428.597322,6.785569522851223,0.004260413223224,1806846770.3821003,6.822727487456917,0.003733476776187,4306976683.630534,68.27871460388164
Boundary County,ID,287482.1146612635,392002.7207559809,447328.0168562304,0.001173717338445,11374812733.259447,6.436812286807523,0.001173717338445,11681261275.723518,6.434250801679374,0.000996778575948,29300867476.59436,77.15558383709832
Prowers County,CO,112596.98940487031,131610.43626636037,159021.11892833386,0.001033512963235,5455505698.070395,7.525451696828958,0.001033512963235,5692632313.150232,7.427358191063211,0.001087027615759,12894119273.452423,70.02863506204264
Northumberland County,VA,261181.1339486382,299066.88867873367,334347.9321995889,0.000300351237632,1937229523.6483607,5.798957485031455,0.000300351237632,1988191591.0745847,5.732498361820206,0.000111939943755,3238456549.186787,14.094813872096722
Morrow County,OR,196745.37379680216,243403.1707368151,279837.81037811947,0.005137190868245,11726558152.660152,11.628855617317496,0.005137190868245,12213930614.948675,11.624470691040155,0.006798300266411,20789757640.32328,91.63219853643017
Linn County,MO,84271.88176916789,98122.8227201458,121298.89854126576,0.000160948640732,5520533751.202937,4.196960194888891,0.000160948640732,5674642558.444699,4.118665373116466,0.000253526298442,11125675732.892654,46.92968501431753
Washington County,KY,142221.83616945095,171249.83043381237,203712.9109540773,0.000147056295873,115861885.64665288,0.744237385917914,0.000147056295873,119012348.92128111,0.726129683948378,1.0076525799e-05,89665375622.6445,21.412663060769965
Lyon County,IA,164952.51305271327,180418.59809867383,205672.332222536,3.0463197571e-05,2694893641.2851853,2.166877345741959,3.0463197571e-05,2804730957.860516,1.998456854811287,0.000115341035611,18049259844.97169,37.70283168946867
Terry County,TX,132901.2698558028,130205.97049474236,114098.17824567786,0.001198152961414,2844201355.342395,6.514631158075879,0.001198152961414,2939943724.523704,6.503938962897046,0.002294597134347,8440877553.776814,63.63347120585428
Marion County,KS,88982.90074066533,102801.3312184681,122326.78627887066,0.000790542867801,9303500135.545418,6.986533590454232,0.000790542867801,9597422368.022057,6.847057942308795,0.000638149204397,24640369973.17443,71.58765510658607
Magoffin County,KY,88415.79576054774,102053.35538457836,123189.16695911286,0.007057620437843,13002290934.209684,13.567000029608977,0.007057620437843,13351229331.318829,12.46230426677463,0.010343005477231,15224298556.128916,89.72319440025454
Owyhee County,ID,256138.32925779547,360304.6929970828,386035.10202740977,0.017383935830344,14634384223.565184,20.33968271705625,0.017383935830344,15222196540.553686,20.285223635985485,0.017861623745604,20807026571.769604,94.43207126948776
Douglas County,MO,128856.4637523628,158024.37034301224,204894.427713626,0.001258585113689,8450982930.261986,8.015014875254174,0.001258585113689,8680052219.409405,7.913922358383402,0.002073681263416,11777200325.33793,67.96054724785236
Marshall County,IL,83499.7134507944,92289.72357750672,110278.24535143656,1.0012065039e-05,59389808.72754337,0.419202643484625,1.0012065039e-05,61065144.771367885,0.411382519583975,1.0208000815e-05,14195499807.117811,5.281578110085904
Conecuh County,AL,100501.85685965308,111046.39434965716,127080.56447629687,0.000654841006628,4873032911.337678,6.857317715592698,0.000654841006628,5004919794.431081,6.721443661474088,0.000707629274973,6440137201.454593,44.288895959274576
Shelby County,IA,136431.40059850444,152638.76153493553,177969.0246436234,3.7643058e-06,547357121.132174,0.77420582600732,3.7643058e-06,564039076.9758245,0.762384206374637,2.7714904626e-05,16434044822.95335,5.504295259306395
Barton County,MO,126926.32592295174,141426.56732716414,157676.2478106243,0.000158398674582,747981801.4648298,1.618544871102783,0.000158398674582,769960919.7439494,1.616174846482357,4.9900500769e-05,30022905418.544872,18.262806236080177
Haskell County,OK,95545.9123564455,117394.50172446686,144018.6545012061,0.016691932854149,8073297475.017027,19.959887218897617,0.016691932854149,8300113507.753579,19.67442756328705,0.020206938702619,20898799651.67312,93.25485205217944
Red River County,TX,106226.74711770756,125369.33633502548,131455.15285284558,0.001653273829085,10623296060.264376,10.891141206272104,0.001653273829085,10920872124.770792,10.87971847283388,0.001141471819626,19597985493.37733,61.151765828825965
Big Horn County,WY,173849.66250047387,204449.9005118004,250976.1118249188,0.000829642275919,2688978718.4203906,4.60119902489744,0.000829642275919,2766308187.9305897,4.572965292587674,0.000354529158026,13994235828.390102,60.165447025135215
Juab County,UT,300606.3273666452,365264.7344530033,410058.466046433,0.010562108436915,13947252914.17666,11.287817396470595,0.010562108436915,14352144178.661629,11.248249475839549,0.012559942369747,28325977781.513126,92.45943366210628
DeKalb County,MO,163713.90857181753,187157.6309969445,210835.64699300265,0.000275476999778,6910675458.972169,1.658823752862831,0.000275476999778,7104264472.041652,1.630458678294092,0.000392643992892,17856251719.96279,58.670060451797646
Ramsey County,ND,185970.663327396,198859.13392596805,207590.9008393011,0.000345352056356,11990820774.779104,6.827798272363347,0.000345352056356,12342772362.048384,6.700750111601241,0.001553206663622,23994741022.19996,79.79637289214126
Jackson County,TN,144557.50290964148,171240.84956711836,203175.7182772316,0.000326437955399,12575235.93929452,0.522215442226559,0.000326437955399,12913905.976317788,0.507443034181885,2.4991741888e-05,9283675251.633406,5.122494432071269
Perry County,MS,120860.02841103944,134040.33406181948,136176.528460207,0.002845823741921,13176917812.727722,9.10223109650278,0.002845823741921,13536865916.727272,8.82298482012418,0.002773837595727,13923362802.732876,75.1511294941139
Cherokee County,IA,115517.35326520498,128385.27953437468,145069.48663043056,2.2136735225e-05,4948652335.441284,3.108355291929156,2.2136735225e-05,5102559623.414479,3.063763105521921,5.2473609599e-05,22461698540.79623,23.7989182309895
Charlotte County,VA,134532.4538519403,153944.72255317532,169427.62984890403,0.000125262390438,865612088.535315,2.083593913681834,0.000125262390438,889030670.3005075,2.084378731671675,4.9458402287e-05,13162922715.378654,9.00413617562838
Iron County,MI,84931.53629996802,98180.76503919206,107421.79966145096,8.687651551e-05,2697356466.658691,4.63420176544384,8.687651551e-05,2768678993.786936,4.629234674201443,4.190663892e-05,18798493995.258675,16.831053133948455
Dooly County,GA,84955.2696473959,100164.5955572042,115369.9475577506,9.853330253e-06,861857511.9159374,0.776434624398044,9.853330253e-06,885759964.4566578,0.743556517582858,1.045646115e-05,56931865653.1294,19.694559338211896
Desha County,AR,82739.66655412485,90133.0520512344,93490.11583368752,1.4077226668e-05,5911012.112189836,0.356024587934549,1.4077226668e-05,6282841.692873751,0.355385187740755,1.3713072949e-05,21556683075.03944,4.295259306395164
Sierra County,NM,122200.37466637728,142758.11969037008,158218.44604820196,0.007356882646019,8010478288.822211,28.867190407085765,0.007356882646019,8235021991.220497,28.8566310419125,0.002857324620983,13456737416.421276,79.47820553611199
Teton County,ID,480323.1554605705,654208.8003857259,781514.3284750985,0.002451867398007,26176882353.82783,11.724887588311775,0.002451867398007,26882972392.37915,11.724603336332269,0.002861116630904,47004259582.62624,89.30957683741649
Cottonwood County,MN,108000.65789460478,121018.46630173684,150002.55658363402,8.970587258e-06,5166984443.526512,2.971583566595948,8.970587258e-06,5314692838.20396,2.917249530304272,1.0117273175e-05,48685025035.46272,15.558383709831372
Rio Grande County,CO,185856.8198879549,218933.3329124649,269915.9578500976,0.000296354175696,6574902138.432114,5.905792647734341,0.000296354175696,6768019880.435934,5.906580882887125,0.000100170364226,30768636514.53593,58.12917594654788
Valley County,ID,393542.5161742203,549080.1074989138,645657.3817641044,0.010440889541436,25793024052.490345,29.58032765951305,0.010440889541436,26473716070.459984,29.58285438904665,0.010638149483766,65712377806.21934,97.00922685332483
Greensville County,VA,100591.28687603096,121900.90726884728,138301.99201384085,9.8721794453e-05,774846414.5589045,1.088273045312865,9.8721794453e-05,795690073.8869004,1.088399464704471,1.843065182e-05,12441913722.391148,3.531657651924912
Fergus County,MT,162766.76058068403,199001.8693765732,238403.17598346705,0.002009950963166,9939335497.7651,7.70064504099437,0.002009950963166,10233461010.160448,7.601719686715652,0.000869824806643,22004246282.42804,74.9284123448934
Trousdale County,TN,217542.3466792044,261127.52846190488,308838.619403918,0.000145639555869,20278962.789140053,0.416432004598917,0.000145639555869,20824440.636616345,0.406764745770685,1.0017385213e-05,85244457151.48083,13.10849506840598
Decatur County,TN,117694.66521936849,134567.2415844769,151852.14002591092,0.000205805088483,260588914.04945293,1.681381714798776,0.000205805088483,267595538.31907016,1.633632987032162,2.0978921928e-05,26558212444.947483,9.067769646834236
Okfuskee County,OK,78817.7075089817,94994.76933914196,118105.42287055064,0.008695657429285,22577733768.905487,19.518876172986776,0.008695657429285,23194263345.57475,19.53934688677244,0.010050646585861,20306647136.70012,86.38243716194718
Heard County,GA,155626.5618690005,185058.46476168305,225750.7959669128,0.000176534281736,2873885543.6602206,2.386083397273486,0.000176534281736,2952706039.8493905,2.317070865038945,0.00027881730439,11048978845.50214,43.62074451161311
Wabash County,IL,97750.63999556244,102590.95219648728,113322.78117012187,8.252412285e-06,3035581.51487392,0.086385414290457,8.252412285e-06,3127873.329354437,0.073981388151808,3.6351095819e-05,633827456.7971568,0.731784918867324
Martin County,KY,76395.60153054642,93524.29765993851,106562.06708168612,0.008785705590568,9509911895.980995,9.838788249633463,0.008785705590568,9765175587.61898,8.992734451703988,0.015620773452669,10252853426.07315,83.58256442888958
Montgomery County,MO,148729.6086224604,170806.71074169778,182883.47856882936,2.3966468521e-05,1324597640.931035,1.402421941821753,2.3966468521e-05,1361446658.8853588,1.400601962949827,3.508159955e-05,15436745751.945116,18.42188991409481
Live Oak County,TX,157393.2520028725,169364.8142375811,169917.1482499387,0.000716085550473,2750385930.289423,4.036997501633965,0.000716085550473,2824555332.1403165,4.032396513637871,0.000604177634555,6899821796.806282,44.35252943048043
Ward County,TX,197326.4784611584,209444.9992390221,173561.90193496528,0.001367962725648,11675899141.72688,10.098784621598886,0.001367962725648,11987827378.706827,9.874508353633225,0.001178174499565,31771675710.53911,82.65987909640471
Richland County,MT,228949.0309752272,282112.1713720935,270278.5365638299,0.000817580031769,1097220866.5488746,1.640414277275463,0.000817580031769,1134065990.860322,1.651885134875219,0.000379388077033,18597636693.74988,46.770601336302896
Jefferson Davis County,MS,94670.65007006268,109948.8073557518,93959.42105710156,0.000712168810724,3507020383.190565,5.235121316723965,0.000712168810724,3602726347.966327,5.059839723241112,0.000820092325602,3179900864.4052544,38.53006681514477
Lake County,SD,175837.20084456028,210238.90228094696,272658.96985116944,5.7449857584e-05,3980533796.415568,2.974951806122498,5.7449857584e-05,4099475163.312591,2.699477099329971,0.000213903492088,18796338263.619,41.87082405345212
Blanco County,TX,377993.1343414564,476591.1418783139,584036.570674778,0.003537258766353,34925509315.03715,17.804319973739418,0.003537258766353,35862581430.83952,17.79951130606929,0.001031921189236,59310319913.910576,79.54183900731783
Wayne County,MO,102331.51629738644,119299.5375863501,120686.6617088493,0.000466118975875,2740213491.79718,7.243323625244233,0.000466118975875,2813137790.335947,7.152152185554437,0.001075039209044,5095583876.643121,61.406299713649375
McIntosh County,GA,149782.10584713108,172284.62676415706,216612.5733217401,0.004438334937362,43891252792.43984,26.708157875947748,0.004438334937362,45059304637.84847,27.434641423168006,0.004851872761813,33739676108.996326,89.4368437798282
Monroe County,KY,80228.66482944252,99524.03051124248,123485.784752908,0.000413312680036,137721382.47490928,1.147742802524526,0.000413312680036,141559136.07118732,1.117352148971005,7.5041070353e-05,5804363377.1524,17.817371937639198
Watonwan County,MN,87956.0954331614,113035.21236519609,149868.41778833576,4.001283972e-06,1508431945.2020516,1.362083930887883,4.001283972e-06,1550620796.5540252,1.347205161535229,1.1303849928e-05,19550321139.63561,9.44957047406936
Pope County,MN,217573.9752266625,252932.29289577832,283469.26333454833,0.00011313929589,9159454939.024387,4.488064736812751,0.00011313929589,9432135945.23675,4.431120849001651,0.000391315099804,19682374544.2682,54.597518294622965
Washington County,NC,88244.53729635179,102904.76121846632,114809.72668780484,0.000405609814468,12467719974.886564,9.010462058804126,0.000405609814468,12806754014.950727,8.775199889384275,0.000424356599937,17872585442.465633,59.75182946229717
Bacon County,GA,90724.0146573129,106255.1969252402,130812.4393956719,0.000700678562763,17240000888.136726,5.38443028411866,0.000700678562763,17716579466.41253,5.38258919167987,0.000938702509824,22092177923.7705,70.12408526885142
Owen County,KY,118997.8343998168,131702.88530151968,145741.21843718705,1.8448712639e-05,3687685.6743737087,0.123491886694133,1.8448712639e-05,3789477.95065584,0.12063528138895,1.0225329847e-05,57813886359.498566,12.91759465478842
Green County,KY,99212.33198010369,116623.60241444908,143283.69024329705,0.000244094706442,50350390.54355516,0.932772073902857,0.000244094706442,51728260.107538685,0.919948518433071,1.7932328123e-05,21829367610.44875,6.045179764556156
Grant County,WV,128979.9523526595,148855.56568813653,164447.57545602642,0.000417879150361,14629731427.90998,8.148240376027513,0.000417879150361,15030754357.42871,7.937426709233085,0.001229437946569,10120046228.686567,65.44702513522112
Ripley County,MO,132430.291920699,141756.9861203672,143233.94602558276,0.000652274346701,3492317940.8974614,5.183729885821155,0.000652274346701,3586818160.46783,5.015043196107921,0.001114775086015,5629675789.355462,58.09735921094495
Noble County,OK,98133.3880861476,111760.11305918609,129836.94932963616,0.001080519406294,5072233418.063709,5.516670152961069,0.001080519406294,5214379346.816976,5.560481858226357,0.001158272373976,13171835722.932552,66.68787782373529
Washita County,OK,66972.80156053283,77795.56395862855,89674.70460766478,0.000616517240522,9403684001.995129,6.516652545712532,0.000616517240522,9677734901.540958,6.796516789518737,0.000632579345501,18286174579.292404,66.52879414572065
Clay County,NC,204409.728658737,254395.62962556843,317343.6595800983,0.000788851669306,162277514.10863656,2.225849726322231,0.000788851669306,166623028.9584259,2.221503176614706,0.000823156807447,793262644.4465857,12.440343620744512
Sussex County,VA,121314.02629750544,131532.19479550014,167861.99861303272,0.000118335292171,1691172457.9699929,0.590175235784394,0.000118335292171,1736381781.0494957,0.589919737088719,2.3121821232e-05,27586086291.14101,12.153993000318168
Lancaster County,VA,256820.86120901303,303238.9914193489,353311.5905784268,0.000185438168125,707173149.3543029,3.835643294759251,0.000185438168125,725850524.4180758,3.781821147217452,2.6812467592e-05,9763986311.552649,8.463251670378618
Alleghany County,NC,179109.89953605048,213518.84445479684,259613.8896997404,0.000404505901037,71720046.10669291,1.368294797310652,0.000404505901037,73670549.91393462,1.492026392194066,2.6392996065e-05,9803008588.475077,8.017817371937639
Pushmataha County,OK,93056.04986130608,111612.29669440216,131777.7730680013,0.008416896885452,8240328818.537613,19.766319834226028,0.008416896885452,8462714672.409005,19.71474857709949,0.015168151287222,21865661639.289707,89.37321030862233
Louisa County,IA,122975.94664710184,132183.709960454,149611.39654451745,5.07432838e-05,3764124150.199923,2.374806924407455,5.07432838e-05,3875572204.40968,2.329442866381395,0.000326417822751,8247311693.257245,46.166083359847285
Candler County,GA,114274.70867374157,135161.5417958365,165028.12073533464,0.000404060787071,10630377271.404976,6.57256046297872,0.000404060787071,10918149246.856052,6.338040368985124,0.000305712338222,14627406287.648745,49.53865733375756
Roosevelt County,MT,141085.67287476695,173360.66796752633,211847.20826391387,0.00086510747358,873949880.6509076,5.797403467169638,0.00086510747358,900041185.8631347,5.823426706062892,0.000881796596576,3012649124.9714665,56.88832325803372
Barnes County,ND,144713.27825133377,153726.76522535057,161679.20388756142,8.5977094776e-05,8086374389.873782,3.68289229984186,8.5977094776e-05,8336170720.502771,3.623613917445158,0.00029773090277,16052553362.378712,52.5294304804327
Hancock County,IA,121789.3738943849,139696.93691592294,165365.84038070144,5.231943508e-06,1635057243.2659996,1.290879403528171,5.231943508e-06,1687333047.5307229,1.235789519668739,1.1389426312e-05,35346427761.80848,14.476614699331847
Lake County,MN,174212.7072853734,201473.5734991476,237975.09012451628,0.001957739930784,7307368852.466006,10.995110318086038,0.001957739930784,7497287272.051006,10.867354834993312,0.000600397191685,28548213386.05472,69.55138402799874
Box Butte County,NE,120400.62387261837,138114.22399302374,152122.08612799188,0.000804432638851,915798272.5996037,3.58621853230967,0.000804432638851,951679833.7042292,3.411226567781279,0.000520952172704,3405532839.282096,42.793509385937
Mackinac County,MI,136485.6546125707,156467.829695073,182326.24754995643,8.718422624e-05,9442584424.14536,7.62959522905977,8.718422624e-05,9691813950.068172,7.62102194679357,0.000273991040127,19189319774.53056,48.67960547247852
Early County,GA,86325.4485219438,95926.67374938376,109688.4120969632,0.000110500592349,8552450419.407863,4.348376911958709,0.000110500592349,8786618809.841969,4.201263317218209,3.1795801404e-05,32059935323.522057,30.225898822780785
Carroll County,KY,104148.1488941635,125110.27024250133,159426.7173487995,2.7250298682e-05,8483503.584368777,0.212148801723403,2.7250298682e-05,8710325.765348194,0.207264886264807,1.0568522127e-05,39132417743.99362,9.89500477251034
Lincoln County,WA,204044.85388887124,254833.9603790467,298278.5360762006,0.001842107910217,15906248905.378277,10.753918490716634,0.001842107910217,16358248029.910543,10.751820527501748,0.004777117010446,32065648203.712444,92.77760101813554
Evans County,GA,103468.82911023709,123331.67621403642,145028.7288546345,0.000750632136575,10896036573.51716,5.389647737119479,0.000750632136575,11192999999.630163,5.385677896596685,0.000603786645963,13676619449.094557,58.860960865415215
Bollinger County,MO,172444.49607835128,193359.3312635189,188608.59517970483,0.000130962458105,1116732409.934012,1.610865113583844,0.000130962458105,1147009298.5585992,1.569185265550632,6.2401949326e-05,19574946062.68559,29.207763283487115
Winnebago County,IA,115175.29191161168,124457.07634613692,137818.83737443743,7.017200163e-06,2796634670.6079373,1.873617126028452,7.017200163e-06,2877753025.761605,1.80438498489653,1.2202482299e-05,31517528800.45781,10.817690104995227
Red Willow County,NE,125206.2397911373,140377.84407663296,161605.66119841448,6.948272083e-05,4727990544.800133,2.445935571744569,6.948272083e-05,4877731162.494859,2.38315260314094,7.9416871846e-05,18250026812.583862,19.66274260260897
Wilcox County,AL,124792.40743430544,135747.2911067891,136824.43060751306,0.000214065620148,1273100363.1627123,3.057345518045255,0.000214065620148,1307292995.631129,2.996922302311642,4.1481802584e-05,24867512312.189217,17.276487432389438
Middlesex County,VA,254272.26861507687,296075.4389353885,348571.0011897721,8.8729076303e-05,956933035.1954696,2.284510119864676,8.8729076303e-05,982341511.7314264,2.245749368566445,1.1257679751e-05,28249452788.613823,13.172128539611837
Walsh County,ND,126686.43495114916,132947.63552520002,147044.64940400224,0.000397858622015,6735257492.311346,6.290459446391576,0.000397858622015,6972550459.429484,6.295648556799216,0.001362724673801,7900464144.623617,77.88736875596565
Custer County,NE,131624.27572670564,145245.97665510714,154117.36925341983,0.000445635172362,8695577447.226595,6.715109895001259,0.000445635172362,9138342009.49642,6.717378615999325,0.00055731181162,16576419043.55767,64.8425071587655
Leslie County,KY,46834.603354800645,59526.76927026736,68998.58133593848,0.007272422815153,2197461686.743124,9.330905212805774,0.007272422815153,2256314695.045084,8.675430093170704,0.007852586613632,4487102744.155292,70.88768692332167
Essex County,VA,189562.6012576004,222877.4718869221,263727.14245822787,0.000128591214587,2396786957.580304,3.465917477013012,0.000128591214587,2460550933.955235,3.412705795945718,2.8955827473e-05,18696775823.18165,17.34012090359529
Colfax County,NE,133150.24803314186,150396.17303300466,183835.23740070607,2.5061733358e-05,2178503964.0842614,2.598287135347019,2.5061733358e-05,2255154466.4972267,2.606661414555123,5.922976338e-05,19152647493.11487,23.83073496659243
Guthrie County,IA,174641.83172734518,192525.4628906013,228318.6238977702,2.2053465315e-05,2964993072.3695774,1.926319360922055,2.2053465315e-05,3054646684.817499,1.898470061028425,7.3567481751e-05,17163891694.061972,31.27585109767737
Bradley County,AR,84776.91764181021,94250.51504330352,101843.86408441002,0.000201902384364,1605200609.737121,2.921303996065194,0.000201902384364,1650789980.2758229,2.852518595443428,4.5033389459e-05,15196454268.596344,13.999363665287945
Gates County,NC,161811.25784965136,189343.6751386224,201401.3320587811,0.000165133027517,256348284.1195233,0.862468794706544,0.000165133027517,263407425.22938183,0.838414114551931,1.3809519287e-05,6660918578.204981,1.431753102131721
Cumberland County,IL,122874.06472371246,130829.97598370608,139641.43963822714,1.8826881378e-05,156253607.70177495,0.566730772510493,1.8826881378e-05,160680722.77021816,0.555760656703592,9.999999747e-06,49223847472.83791,10.46770601336303
Mitchell County,IA,135074.33445146255,151334.15516520428,180721.39361344048,8.915395806e-06,3349665155.458941,2.217791553338177,8.915395806e-06,3447117515.9543533,2.135800616963825,9.999999747e-06,38075916808.72776,12.535793827553292
Crawford County,IN,104376.18419386528,119709.98670756326,144249.78917455333,4.2278561991e-05,16278124.524049904,0.257941199887219,4.2278561991e-05,16715866.343992395,0.251591128982369,1.0083801268e-05,68358813802.3206,15.14476614699332
Carbon County,MT,291526.2352609982,359554.7782274755,440615.1457816697,0.002928655602629,13318471796.104038,12.45660896067778,0.002928655602629,13704045872.876429,12.215448889670435,0.002080173793381,38221839986.3129,85.90518612790326
Johnston County,OK,89359.71381634178,105336.47506651332,141196.74826622536,0.007239171196869,17758245950.51954,16.21136139638665,0.007239171196869,18244103253.296192,16.07432878222118,0.006695701233349,23246814841.049667,84.31434934775692
Coosa County,AL,138504.37203923502,160785.3453628179,177676.62692122805,0.000117980191625,1872414287.3044128,1.944265693533929,0.000117980191625,1922379567.7611327,1.900108627014981,0.000217041377855,7648557757.422208,26.75787464206173
Washington County,ID,196202.7007797816,264647.8764425542,318490.5794814158,0.010712211509235,7831645244.094496,16.081744470891074,0.010712211509235,8069047687.656458,16.104682699610088,0.015151283872074,10847387804.076416,94.2411708558702
Franklin County,TX,211320.2566441554,256382.29937525047,299381.1129098069,0.000874834962948,5554875236.942969,5.691271421975588,0.000874834962948,5717921416.46355,5.679329080143646,0.000648435343185,18532854990.2359,65.60610881323576
Noxubee County,MS,108970.27482770332,128588.53331490704,112786.3039201274,0.000217268872499,144416346.84709632,1.486590864100633,0.000217268872499,148464292.07216984,1.44202568784847,2.7624888942e-05,15422446499.647757,14.92204899777283
Chicot County,AR,107530.33541133247,100786.47694906716,89779.99584939219,6.638166921e-05,102900444.26013649,1.660009928218844,6.638166921e-05,105912160.01553077,1.619171626955369,6.7445267164e-05,15958062067.598648,9.290486796054724
Bullock County,AL,107171.37127293611,120076.42377770912,124361.17365572888,0.000392591955386,321978534.5059913,1.613566552438962,0.000392591955386,330607940.2697677,1.575482902569098,7.3634561394e-05,6483675637.225505,9.481387209672288
Camden County,NC,254143.96562481028,287240.0402994656,330594.84529947565,8.6261010854e-05,1981412997.8581705,1.243659903765342,8.6261010854e-05,2034776930.2130392,1.211438603572529,1.6887408588e-05,29905706884.586407,8.813235762010818
Lowndes County,AL,134417.01178364403,139335.72750640052,147564.9765293093,0.000256554995753,304719330.62316304,1.748402168234963,0.000256554995753,313270076.6540581,1.711032538437259,3.3619708308e-05,20226601722.36008,12.026726057906458
Montgomery County,IA,95984.29270734324,104025.29148266577,118979.20388844532,1.7474428352e-05,2482176046.613676,2.330992401051322,1.7474428352e-05,2555363474.849244,2.295980412266873,6.9509666128e-05,12843044734.437096,11.708558701877188
Ralls County,MO,150932.14910613574,173486.71396576494,207042.1766800763,3.5932181285e-05,1954358988.7904685,1.508282613952898,3.5932181285e-05,2008289744.61066,1.478270045451639,5.4872692019e-05,11813234451.950672,16.258351893095767
Metcalfe County,KY,90252.02370943729,112748.26718676038,136935.5736100376,0.000381659973085,63077793.0765176,1.389559773618051,0.000381659973085,64741067.00657373,1.382261648162794,5.3555001297e-05,5151582340.424958,6.172446706967865
