COUNTY,STATE,2020-mean,2021-mean,2023-mean
Grady County,GA,134483.62697233702,152858.87514278214,174132.7607638679
Simpson County,MS,139437.2098603698,149271.1334325033,137405.8143582705
Dickinson County,MI,123625.8210709904,130728.2806255163,147827.55830440085
Franklin County,KS,152204.88750538515,178419.90968002277,209317.54829183835
Garvin County,OK,86525.91474259271,102785.17700764711,126860.95761863496
Taylor County,KY,123780.2002401529,144272.87406877373,174805.4740974633
Edgefield County,SC,193314.0333580602,217511.5185288654,252146.60705678657
Russell County,VA,105707.27367299766,117200.51537891437,131910.6115878826
Montezuma County,CO,277094.1323620801,321574.0125352473,373851.78583986295
McNairy County,TN,111294.29230255136,126042.6889461428,151066.2937372666
Elbert County,CO,507878.7842135804,601544.3772330154,658701.597383875
Brown County,MN,163988.0636003353,180215.1206816592,203329.960233086
Montgomery County,NC,145121.64933687125,173577.09619958955,211231.5032445855
Lamoille County,VT,332761.4535283141,394221.49858324765,459879.16635311977
Johnson County,AR,135121.08920517412,150560.68234691847,166338.27669438592
Morehouse Parish,LA,81510.39809302775,86310.60980262881,91570.44947489008
Hart County,GA,199935.0180167506,246349.74025027908,284267.3451280989
Barton County,KS,75412.45605957757,82184.30811178932,96718.92860566544
Lawrence County,SD,286252.99679208494,338456.4463045579,408265.5479872552
Mason County,WV,102334.50235846484,116654.95818892808,131578.45055014413
Cheboygan County,MI,160890.12766375192,189080.96733121248,220194.98622542908
Benton County,IA,167509.2354554004,178768.5776581158,205470.19203158247
Hardee County,FL,132562.15053322,158137.887117769,201756.32850307567
Hardeman County,TN,100062.2840736546,112118.388409529,137462.8973155207
Plymouth County,IA,186000.29330552847,207367.4501162833,243204.1796465508
Lyon County,MN,164286.2308703662,178783.2524864967,201847.0237022653
Lauderdale County,TN,89805.4386277705,106302.90583361026,126223.525688566
Gladwin County,MI,128366.3690058827,142056.62685433056,157311.46226363763
Adair County,MO,135567.42297733334,153394.57502185335,163008.4627780974
Posey County,IN,160830.5094660571,180143.84125829217,205035.1982522964
Luna County,NM,120002.24167218932,133692.1796498967,140220.54006827288
Salem City,VA,186043.261000921,207022.68783467973,249388.5652805188
Iosco County,MI,106483.36503626006,122564.8792970557,144824.67638731236
Barbour County,AL,120261.59332588782,136148.29438496556,149609.0693732616
Audrain County,MO,113520.81048363032,127953.8573285694,148967.2008316478
Staunton City,VA,183002.9961235848,204039.2229376703,244261.1066608029
Pottawatomie County,KS,224960.2418129444,245585.736855378,278131.43453615886
Todd County,MN,180164.1900350236,204324.1318075724,240668.9009470477
Fannin County,GA,308857.12357805046,401837.6864068864,461598.083933857
Churchill County,NV,261873.8454347221,314672.0851016744,348383.22943884454
Prentiss County,MS,119569.34192328788,134632.6683120915,137752.39515706964
Otsego County,MI,160928.40224683442,190420.5838585737,224378.55188431792
Cherokee County,AL,166911.70590656702,193537.16658689184,211804.2379885589
Jackson County,OK,77851.12115644931,88438.80638389553,100488.77211605692
Macon County,TN,167252.5909441206,197510.2685869853,231127.65210406043
Butts County,GA,175544.59846380024,209185.27857421263,260306.03994599576
Manistee County,MI,158449.60112335588,189775.54972984493,217880.67488951748
Payette County,ID,266587.02271557064,369338.16104726976,414148.1760269453
Uvalde County,TX,154959.49442508456,170613.99257551166,180895.6673424029
Grant County,KY,169799.45368872085,191853.66121413663,226238.69005513136
Washington County,FL,144676.20311027655,175933.66274400163,204867.14595968687
Routt County,CO,607064.367642049,778683.8183566277,998980.9103972212
Chattooga County,GA,109322.83540881844,133684.79559938348,157183.03684377737
Milam County,TX,187694.06619173565,212672.0238142769,245570.14790356
Randolph County,MO,111944.92867306892,128510.49026869098,147658.5137042924
Texas County,MO,120998.01245378812,142414.06220349565,180048.67196205663
Bremer County,IA,182031.8876738769,191907.07849652207,224582.9620334697
Hickman County,TN,148524.44559067773,169928.21213379732,162164.62543811876
Cleburne County,AR,166380.83688735816,196693.10444225496,232184.2179904216
Somerset County,MD,135485.15080493368,158095.66048054802,180250.82238084543
Yates County,NY,193364.9953994413,221317.4420077128,255359.70916166925
Nicholas County,WV,96125.51374377897,113351.70983273548,132104.1014983279
Randolph County,IN,96590.79170915872,111980.2085274388,129314.08698091326
Bell County,KY,109123.45444049354,111279.54015037876,114421.96987012768
Rowan County,KY,110671.99066858756,124702.22052678948,146789.80087855374
Miller County,MO,159822.55132658916,191540.95316475263,228695.80898413007
Marion County,MS,114006.08099852556,126309.17992525554,130969.94293096442
Teller County,CO,339633.7816425321,407802.194071644,463244.5739909047
White County,IN,147044.56182053633,168458.51420179298,189470.40925278643
Waushara County,WI,169576.05502809669,198426.4520165033,232000.7498040664
Cassia County,ID,204210.68131970693,256201.3391509141,313389.8601076105
Fayette County,TX,323947.7721080278,389793.5478067384,438449.2960506572
Abbeville County,SC,134682.81779979172,161605.13858088138,197339.4253704853
Lincoln County,KY,120308.39501607751,140695.03981786812,167788.2808504591
Crook County,OR,319666.83580163954,393757.4947347182,445344.8090864401
Goochland County,VA,394887.9068577425,444675.0851669996,463347.52219279786
Scott County,IN,132397.18900174022,152628.94196325846,175552.79571516204
George County,MS,153245.7322970128,172849.72550495985,182720.57387544503
Shelby County,TX,180958.7228269789,203309.11819803223,198264.59182648032
Jefferson County,OR,282953.7162502407,348446.581696432,398874.01425351977
Burke County,GA,107318.60692424608,126407.9176703016,144432.94959788126
Union County,GA,233614.5350324857,290588.5115901843,348468.6439577926
Aransas County,TX,238153.45183901224,281083.51005990343,331724.8456347903
Jerome County,ID,235302.2931171989,297335.84162729944,347982.3505365857
Dawson County,NE,135787.2815942537,152935.5914371452,177646.03197048846
Fairfax City,VA,566544.2219540725,624518.9144156959,677067.0321206182
Upshur County,WV,117818.1060173086,131349.63067408773,144094.06393018234
Hood River County,OR,489378.2070878127,586529.051543278,662178.1609643325
Saline County,IL,74968.40487162491,74814.40753772184,82466.39363382703
Blaine County,ID,564190.6268247742,739722.9495394536,895207.0333952984
Itawamba County,MS,124736.37099749112,138621.03537695148,136986.60210248368
Ohio County,KY,124724.36864971668,118181.68474285958,131307.30567418036
Mingo County,WV,50868.83212865501,62274.593236519984,63778.904858902126
Seminole County,OK,73131.30793968045,83460.79285876821,101034.09132954484
Washington County,MO,133001.44936538,146264.80991204627,154502.49165064286
Page County,VA,175830.60158352752,209887.09823190115,252587.2141431768
Iowa County,WI,212230.17610189584,235707.2370066656,281522.7273006609
Winston County,AL,142378.79901920972,163234.92691958332,175795.6057491351
Saint Francis County,AR,76683.72975833002,77320.84856908831,76998.44127523624
Juniata County,PA,173938.56274165734,194728.5254981525,210574.69964297992
Plaquemines Parish,LA,273927.6427927711,286347.34532976715,297913.93158819544
Menominee County,MI,119045.27613663214,145409.27231688722,159112.51884601524
Roscommon County,MI,106631.08851187,131855.4477035933,163419.39777160808
Antrim County,MI,205903.20701690475,255194.6760068783,309485.4104268663
Fayette County,IN,93658.0825207088,108778.07882486632,135059.3144100633
Grainger County,TN,177702.4152668531,209080.60942957483,234627.474963852
Anderson County,KY,150382.0928104387,178965.45783447815,213880.0318005377
Clarke County,AL,124193.45600697827,143848.95089366942,146448.10049913466
Teton County,WY,1186341.258380239,1499359.2790557586,2082488.3118665088
Saline County,MO,141153.13917215215,146415.23894008403,159384.54692986244
Starke County,IN,126811.12911561212,149375.77759310332,183155.26168978863
Meeker County,MN,203951.33182438,236039.0710947952,265355.98112427787
McDonald County,MO,134079.29633451256,158347.58237173627,188862.9649697705
Franklin County,GA,163990.12391497125,201959.7490110412,251953.5056257352
Curry County,OR,347546.5433227766,406580.8561986854,458510.23042616295
Hampshire County,WV,165024.40518535805,191483.7919892844,227635.05517197392
Yankton County,SD,200713.7217505055,220251.7238503777,250187.2852195745
Poinsett County,AR,88424.00835691048,99766.22383865093,110874.794326643
Tattnall County,GA,124659.42979072862,142206.53576475845,167878.31260740157
Crawford County,MO,140794.32361139677,166920.78749970932,190250.5877843793
Allen Parish,LA,114594.14290788936,123084.5246347102,120405.20927259023
Ray County,MO,163197.89261243734,191700.54928224607,223407.86707449736
Pacific County,WA,223817.9800380378,281649.6602507934,329426.4758571619
Columbia County,AR,127298.32408039965,137906.50379780098,136132.60806760337
Osceola County,MI,124724.727297393,152969.6924988427,167736.10470558412
Hopewell City,VA,126798.59991081,147478.64232813398,205049.53427685623
Ouachita County,AR,79186.46232736361,85911.41214750972,91808.60503097712
Vilas County,WI,269992.13526396325,303707.3714829634,364444.4511651728
Johnson County,KY,89832.06506048543,103922.9728750888,122804.41962330011
Caswell County,NC,136693.06990468787,163019.646284277,188392.6730978088
Franklin County,IN,198480.7362403136,226836.4150648526,260277.4952709396
Emanuel County,GA,80264.70720667022,93904.87430157588,112870.46558061498
Rockbridge County,VA,217931.99928972984,249849.6609700128,274959.65884403297
Sumner County,KS,93058.11791502856,104206.63301024958,123745.50591939238
Panola County,TX,164557.09623544358,180148.14509841803,190719.3625828472
Washington County,IA,158095.68959323238,173280.25399148496,198251.25123644056
New Kent County,VA,296229.0965793226,334451.38702563226,380793.9303719494
Lee County,VA,80039.17786342093,87415.79312323705,91603.73760852084
Klickitat County,WA,322224.0498388479,400494.3457536718,446519.596487002
Mercer County,KY,144683.83147041505,167925.46952071312,197760.0723559101
Bibb County,AL,159265.95058880677,179936.29952888217,202043.70357484973
Anson County,NC,80463.61312859016,99101.15422314168,125699.17990927571
Brooke County,WV,90320.27040882107,105665.71938633276,115061.41422371786
Sabine Parish,LA,180017.85933648472,190195.25762381684,183043.34708332387
Overton County,TN,161950.68026708692,185586.23215760785,220921.4954150632
Meigs County,OH,93797.3996567294,106193.50804021176,105913.63240490644
Beckham County,OK,110663.21233945276,114360.94646865984,125730.31597786568
Martin County,NC,84440.21771045914,103850.23920786189,119284.92890157989
Houston County,TX,159279.55941564974,182790.29290843813,188180.47203455053
Asotin County,WA,257635.28515934176,292517.7760172897,326971.2890824592
Limestone County,TX,114141.74233756097,135807.7119018472,156062.5840560172
Leelanau County,MI,390676.4115447244,468933.9384447983,570434.6772032096
Grant Parish,LA,149286.76812715665,148557.70118140813,157887.1532421054
Seward County,KS,112255.24076215467,126230.79155796302,134815.96944801768
Nobles County,MN,159464.19526502615,181567.97564005989,212128.8610528216
Waynesboro City,VA,187484.40765674392,212878.39194573555,249716.32511810865
Mahaska County,IA,126635.0681775152,142535.10269608136,165066.12596937327
Boone County,WV,75943.23254919758,83926.3764064337,90249.03896588105
Hertford County,NC,87560.29943970013,100350.46167392108,108749.05545614888
Saunders County,NE,238948.11323804143,269682.4345241676,312562.09493774915
Randolph County,AL,147424.9508024431,180104.9796476129,187418.6590223249
Mitchell County,GA,90524.54953547208,104999.00385606526,122390.4871624696
Wyandot County,OH,131986.26067447776,148792.84098738967,165579.49122115737
Jo Daviess County,IL,143339.55401602903,163860.49198424688,205734.37400610547
Prince Edward County,VA,174725.91144617842,197444.5168939587,220410.90123299265
Henry County,MO,127743.5887260376,155712.84445103374,184547.2980864909
Tippah County,MS,124576.23855134092,136306.03011984294,137226.1276724272
Putnam County,GA,251567.6054054543,316655.2252824753,375472.3170229448
Scott County,TN,120392.29194896882,140739.2468123901,159002.08926218186
Coahoma County,MS,55112.91391188735,69563.95075245293,55336.59588881079
Letcher County,KY,81207.41081558215,91018.21441466664,93080.67350243128
Colusa County,CA,277530.45235980075,318918.87066287553,348367.23832748743
Logan County,CO,179693.35156123014,205003.5138497777,237770.2276216284
Taylor County,FL,127580.61477892444,152615.30468259976,185366.98104347548
McDuffie County,GA,122561.7752233072,140162.16774429206,169045.77454825563
Gage County,NE,129590.17067244934,144519.07586361072,170061.25361120832
Stutsman County,ND,187310.73960058205,192740.6905853448,198663.1504094751
Hockley County,TX,139919.151683783,147744.11667150102,151673.76024104914
Grenada County,MS,90915.9482518374,103159.66197773626,103427.59535954248
Wyoming County,WV,41828.898529417376,50849.82720838193,53969.70262597103
Scott County,VA,109150.85809110588,124659.25266376032,152270.83520875731
Nodaway County,MO,146382.35224151888,161818.44330149065,194204.30473635832
Clark County,AR,110991.4352793017,124970.0815993459,143485.5666328074
Jersey County,IL,147221.16973717452,159907.25506196,173216.59746856723
Fayette County,IL,107976.74190959118,113010.56206156257,132883.2108617388
Moore County,TX,150003.81249347667,159834.1038531576,164150.631523805
Sevier County,UT,192083.2864123073,239132.0923177531,293935.8683408003
Leake County,MS,121460.47350532372,138661.64435863358,140743.17681435184
Texas County,OK,117620.70341928129,132952.7256143984,151465.54599859542
Lampasas County,TX,204269.94784285256,238384.9277328652,294824.438851889
Wabasha County,MN,208873.6997657199,234870.95787013043,269959.1020433726
Gray County,TX,82084.56057724894,88115.10640221836,92957.7186048519
Minidoka County,ID,186431.34212522523,234635.8332357657,286611.84424234583
Newton County,MS,116729.68972396856,140467.29453410537,139749.4342592141
Logan County,AR,116274.36651313296,132511.22310696135,149356.54020663365
Dakota County,NE,153254.70816839984,171227.04602135846,203996.6622319001
Owen County,IN,151959.84212563923,175726.02529415314,203728.67383053
Union Parish,LA,132165.8405556263,142850.09899837026,148298.4398403037
Madison County,NC,259652.6375987592,310627.2832522608,362153.37214884063
Llano County,TX,326786.09384008107,402920.7517722183,474538.7698717403
Hubbard County,MN,212782.7903683476,242155.7049383541,283499.0594534904
Fairfield County,SC,159020.48640333928,174576.08699653347,167934.7601021957
Fillmore County,MN,192011.0568350437,215009.5728999834,249719.40504470817
Gaines County,TX,177086.84312846558,188005.9654540017,192553.94482086573
Shelby County,IL,111726.33985480492,125736.96848550776,137581.09289122876
Perry County,IL,76157.65240165863,84049.79293982741,95618.9570561658
Morgan County,TN,134810.5819176597,156692.30269789946,186450.31099881025
Assumption Parish,LA,161019.9059029892,158636.19246821487,170400.98244126874
Clinton County,MO,176755.55531356062,206489.97773658604,243412.13209318533
Jackson County,WI,152053.34405608953,168321.16448993335,188908.1459713876
Pointe Coupee Parish,LA,164074.80176603072,171135.2224929915,187443.03522362607
Morgan County,MO,206233.93617287607,259967.4956584308,281416.7960442553
Bandera County,TX,256705.07863969976,307412.61953034234,352915.6328672576
Worth County,GA,115208.35065595045,126915.19067973386,144643.67382102073
Sullivan County,IN,106652.58229772931,122214.68560036585,139410.1334594765
Hutchinson County,TX,96272.2091995728,104615.43252583646,104830.94775932928
Barnwell County,SC,119017.07763052976,135909.93988682822,142680.27317996652
Dodge County,MN,228536.67424500416,259770.10737909933,295159.4051508157
Carroll County,IA,144301.47314248976,156527.38915973113,182542.6004608034
Ogemaw County,MI,103694.9830892665,123238.34889623562,144925.30760135505
Buena Vista County,IA,131160.13643140876,144005.96270869172,169515.9609668914
Washington County,NE,266704.2985098749,300053.56507968454,352033.4923368331
Conway County,AR,122523.01681200358,137435.37974521442,153396.66596619715
Jones County,IA,159819.12523765615,175611.64964713645,201296.78250803248
Meriwether County,GA,118595.0481227881,143145.8300678485,176210.4064010811
Lincoln County,WV,84792.08244896977,98441.3060131197,108713.393407851
Buchanan County,VA,70393.28672084014,78820.5077176079,81203.29201520167
Saint James Parish,LA,166262.8793087532,182180.88767614725,192959.2535059953
Allen County,KY,130503.16017987508,148487.08895884588,175536.36333265735
Buchanan County,IA,146587.4325420263,162154.3470198176,189268.21939589016
Woodward County,OK,108783.56358104743,114021.05074296938,123092.65995953594
Jay County,IN,95002.96893936036,110465.18890754347,132338.55894304003
Colorado County,TX,197172.5509001577,228938.0082775892,238850.9141659125
Kewaunee County,WI,191023.8448163384,215328.13983938927,257829.5229518393
Yell County,AR,122381.43112946038,139690.6759683971,156281.98232757612
Crisp County,GA,89722.96259231567,102210.22362537784,122590.06305820405
Greene County,NC,121806.63482259464,141338.4096509138,168848.37039545644
Uinta County,WY,207621.6984162353,240021.38243891147,299695.4208451311
Henry County,IA,134652.464588979,147658.96405931513,163863.7993901045
Clay County,KY,62345.10797128163,81661.83131512324,108509.04743193935
Adams County,WI,140230.15964534294,169653.4826555183,203083.7102747672
Willacy County,TX,134334.11605418078,147308.1872634018,123170.79735283334
Fulton County,IN,128458.19202474107,150795.89285773376,174810.5141337855
Greene County,VA,254391.486154472,287485.3591965075,326040.9518142592
Calhoun County,TX,164225.6442709301,179063.85335182617,194818.8034510667
Adams County,WA,197203.98836932928,237686.7747190696,281382.03482286754
Hempstead County,AR,94278.310587205,106393.6107039342,113006.20989806112
Breckinridge County,KY,105296.95434445508,123691.6862532915,146003.3039808589
Carroll County,IN,150842.01460887011,170253.51253965605,195006.248867982
Lavaca County,TX,227984.4424316213,259946.67786672537,284616.85961669683
Bourbon County,KY,160577.5428382934,183269.3987744451,209319.7686416362
Dukes County,MA,907227.8335590838,1112594.31406402,1400470.9513247735
Labette County,KS,61843.23483424706,72621.0441177982,80436.67904040657
Carbon County,UT,157914.8895285479,187200.36409543263,242902.93413259785
Monroe County,AL,109091.49964558508,120608.33244866852,130558.38096229594
Richland Parish,LA,136721.58173623375,147570.77847520917,148212.24608690458
Winneshiek County,IA,198249.66479921265,224907.88203339453,268254.98908585554
Dodge County,GA,97199.55071048276,116990.69956070304,129138.79606135532
Lincoln County,NM,257637.87389606284,301665.8601621659,344694.6315266631
Martin County,MN,119158.38887918036,134123.8048164559,156057.2295240739
Washington County,GA,99385.95858439153,112449.68940955606,126374.0563899998
Tyler County,TX,142079.86988251624,159907.4229477306,162102.20503954266
Franklin Parish,LA,101605.78500100016,108389.26164039817,118106.1904811395
Taylor County,WI,175079.05612770878,196178.3985275004,218124.9653828636
Spencer County,IN,154647.81860322255,176335.34853529485,204701.10726738485
Davison County,SD,168648.76810865293,189146.8673965488,227092.81979780563
Dekalb County,TN,186233.5835735998,222523.54203442845,270351.5088381108
Montague County,TX,167148.98780130316,197646.09829005445,230250.7914739147
Adair County,OK,100953.5398968436,115968.40848927225,151520.66727927956
De Witt County,TX,162110.52164271413,178182.2240692462,183812.83035214027
Vernon County,MO,92934.5710233448,116245.36206219348,134569.29746901258
Wayne County,MS,124943.46909767004,135710.2345293023,130975.00885258344
Smith County,TN,206617.2820412866,243151.27523690896,280406.7427577319
Orange County,IN,117042.76132554504,137315.97954171643,162278.60401932892
Wayne County,KY,98913.12824108968,115195.01591803324,146308.76912187942
Jones County,TX,113757.08617175558,119745.17809278215,129156.032043337
Gonzales County,TX,172775.684914773,193087.49386501417,204726.3421880472
Douglas County,IL,98284.09727524377,106919.52396023978,122133.33237455084
Morgan County,GA,282650.4160653884,331539.72606531554,406099.4143923695
Lincoln County,MT,227015.42830956585,303469.00527858856,395277.5459817378
Duchesne County,UT,207853.30022477868,238034.700859879,309308.6277196167
Pierce County,GA,120365.9101684576,136414.92911774133,166130.09319239945
Plumas County,CA,289912.5434639663,342456.7705797586,374174.0425903977
Holmes County,FL,134314.40586017296,161346.21245737295,184186.92596455457
Union County,TN,171385.89378395528,201759.1315221797,255887.837816958
East Feliciana Parish,LA,208345.6870381549,214822.38407799028,224274.3859684988
Fayette County,IA,110080.63814897342,117806.30464756854,136353.12240889677
Marion County,KY,132608.7051982285,149315.15032420302,180854.97029321108
Cherokee County,KS,73107.43622322557,86175.95583044468,101630.24201609404
Jackson County,IA,159126.90616935663,176076.74005123487,200810.3896229919
Macon County,AL,83113.39723720303,98526.64852328382,104044.5054986088
Freestone County,TX,151913.06434278318,181518.88673050064,213824.37275279043
Polk County,AR,117390.11527168792,137968.64292248286,165800.83479483976
Langlade County,WI,144159.21277726063,162166.03981347487,186390.5404670244
Lincoln County,WY,269399.0334211417,354112.1945388439,475621.1037297125
Elbert County,GA,99798.14620924872,119778.18491968756,149365.06703384614
Chaffee County,CO,450943.6510042296,542589.9960766169,641883.809116045
Polk County,NC,257286.3014372257,308445.4560636748,367613.47249133344
Marengo County,AL,130809.81641992676,135563.52486372684,146472.3889494659
Ashley County,AR,76920.94681373436,81185.85763974006,82818.32460179682
Benton County,MO,142286.53148389116,168245.7275657842,171533.3623463198
Kent County,MD,254707.5425918967,300335.190217018,334708.3786936536
McDowell County,WV,32969.60744764154,43018.27206732031,34824.95085560906
Simpson County,KY,147482.6209012655,176870.08316130462,220756.76090289257
Spencer County,KY,241147.9575758241,280850.9058463665,322691.88599970104
Pickens County,AL,119598.58579881476,129884.61183698718,136006.60746522225
Hampton County,SC,111988.05287239248,129150.4679344491,149922.645333557
Roosevelt County,NM,140791.0042267882,140764.5820113732,145198.15062816793
Hart County,KY,108036.03433143794,126472.10226159952,153190.02433692376
Butler County,AL,98395.0282145664,108119.89572480042,111574.85143423385
Los Alamos County,NM,402446.98676081904,458325.734702501,516097.03040042514
Perry County,IN,120094.1981564022,138979.7238088325,160917.95254525007
McIntosh County,OK,115963.1855609605,136630.66378432055,171295.75933775812
Saluda County,SC,143845.8415363721,168599.48739896071,184698.7799997473
Perry County,MO,146428.16748024663,169467.65478092394,190582.33700895665
Green Lake County,WI,172919.67515395427,201801.29105689088,240570.3827180137
Concordia Parish,LA,101200.45967758192,99835.38856582496,107847.73900640044
Waseca County,MN,169010.92175744107,191044.66470731693,216782.7547440561
Beadle County,SD,162128.45464163134,182545.47259787013,202391.36797076245
Humphreys County,TN,157117.23574551017,182971.23255421096,213817.29296628537
Tishomingo County,MS,130217.03460366018,152194.8701708019,167794.42532720746
Warren County,NC,160748.16732503523,196684.2198773408,242876.37840385272
Paulding County,OH,110313.41244973452,126267.49082599409,142013.82746521756
Adair County,KY,96968.74033810764,116672.14131297846,141236.2961464033
Crawford County,IL,105344.97781455032,111285.62828487564,110973.09771576594
Houston County,MN,200857.55591451723,225352.01996976152,272833.8721546826
Inyo County,CA,370554.5057192447,421368.6714416197,480869.36314569577
Clay County,MS,110780.02626286542,127009.68613610465,138853.9919363456
Pike County,GA,225871.52520505965,270541.5252268133,329621.5119429462
Gem County,ID,289352.3157429316,397965.9592254707,429252.0464815432
Harrison County,KY,126457.67073616484,143357.8268279229,169399.99723139047
Deaf Smith County,TX,121829.66722159246,144877.63804562812,154403.48345958805
Otero County,CO,108290.1751643382,133302.27611496928,152193.0429531181
Poweshiek County,IA,152773.7631288248,170508.01626084515,196782.7058358736
Sainte Genevieve County,MO,158280.38062467097,182509.89193936632,217321.611096388
Dickinson County,KS,116595.69938516682,128252.65256013452,144808.3461796115
Appling County,GA,116987.93063261926,135237.61640652546,144678.3994270185
Cedar County,IA,169672.20582823455,186725.41453834288,216491.2360154372
Covington County,MS,108702.3989706512,125476.40070178034,134600.366566393
Lamar County,GA,161174.12108810912,193968.3743514304,245735.5831708672
Greene County,GA,381722.8816028377,471226.6810674892,559217.0281052449
Randolph County,AR,114618.8797187218,123569.2727668506,134767.13795252916
Frio County,TX,146651.42114487456,158842.11332729572,148440.94005190206
Jefferson County,KS,166830.23739582082,195524.6256263549,230203.28919978664
Fentress County,TN,138767.35926336306,171154.59153592054,204861.78046950707
Yancey County,NC,193369.30521544183,238229.04551886968,295083.952350127
Stone County,MS,137817.96823598267,155487.72322603743,170602.37815333702
Westmoreland County,VA,226909.75226993684,247605.83243418447,285664.9102955907
Bosque County,TX,161089.04723367034,190955.59816405192,218281.35607919205
Wright County,MO,124493.64323915074,142847.69953915672,179365.83695911992
Montour County,PA,209927.3420533317,231487.3997923324,250453.73921807783
Berrien County,GA,115469.91374947822,139520.9801196239,158383.38295783853
Andrews County,TX,212210.07646437097,225833.4260085302,218752.13532173933
Colonial Heights City,VA,177513.19886140575,201959.09605411428,259861.03041987223
Bertie County,NC,57548.83325022223,63718.828810963234,66492.38958696561
Brantley County,GA,115978.06095679704,132556.94794751602,138644.6246326966
Banks County,GA,198925.81753842,243644.35839803,304813.5761839902
Pike County,MO,126155.10682191743,150226.67219491315,167986.27298193093
Madison County,FL,132581.88005928695,161414.8554222264,200094.27292125204
Southampton County,VA,167024.60870197424,190650.56707190792,217822.96107094293
Attala County,MS,89103.2493108863,103633.47310424944,111324.29198894708
Andrew County,MO,187096.46448307985,212958.44760242675,237310.00430954303
Benzie County,MI,230556.1202800556,279118.21735992376,341481.1307548163
Schuyler County,NY,156838.2795035216,182919.04406750272,207471.52703120816
Northampton County,NC,95143.38658853284,115578.18236183329,118459.6100065395
Johnson County,TN,152431.8940541213,174339.70567517236,205428.12675967783
Grant County,AR,163583.76943140777,180649.38978808952,194261.54458298
Haywood County,TN,111264.36920401336,126537.51323802154,149102.12206861837
Russell County,KY,88178.20652761462,102058.25216436623,132658.3140535608
Young County,TX,108803.23770286149,128575.61399043888,160880.097447304
Unicoi County,TN,152087.26025055046,173044.0597089738,207383.29806803228
Winston County,MS,98771.17431506184,114357.3182813814,125348.68577938376
Hughes County,SD,196849.35248475728,222417.1690268025,255638.8572659329
Sawyer County,WI,217149.32671407968,259528.6614957949,310882.77562703326
Kalkaska County,MI,142854.7602772169,168293.8255442135,191047.5827236095
Eastland County,TX,109819.57280356158,126949.68007208889,136371.22993632595
Gilchrist County,FL,184123.16785452352,223511.38921422884,283579.00591116736
Hancock County,IL,89594.10593409197,95665.00978306336,95861.82975455988
Avery County,NC,210957.3392390922,272759.5375390801,340862.6635605343
Burleson County,TX,221462.2015638452,256435.03747105945,262147.6552988418
Patrick County,VA,146371.88252647733,163923.3863451792,181430.27794387727
San Juan County,WA,605955.1421178096,782057.2829540557,880043.7099532159
Seward County,NE,213519.51418130824,237964.69409969545,271218.57994248817
Dickinson County,IA,268912.5730680616,291534.37762197194,351848.9493177145
King William County,VA,221785.57070906868,252828.36655181504,298573.0688904204
Drew County,AR,127407.3559730298,143539.4181779969,151018.0165140076
Delaware County,IA,184974.00342845687,195208.94559297827,214623.8026534701
Polk County,TN,154587.88372914176,181640.7987265608,209008.6184245472
Pitkin County,CO,1340972.7750928428,1706792.5896893458,2157955.0931804827
Cooper County,MO,158879.43723292617,182926.35022372936,213435.82527059768
Lee County,TX,270977.91589092085,316321.36305120104,344749.6589405959
Park County,CO,368577.74882466375,447603.16099844937,521509.3902434872
Richland County,WI,159808.22095004292,184591.7257918924,218201.3936627744
Chester County,TN,132001.27499781607,144127.83349969413,161177.7827874107
Arkansas County,AR,109369.23345300586,118102.9032675973,114126.46966004383
Union County,IL,113868.0929279722,119789.41732100816,126974.1912499069
Holmes County,MS,60844.6152963147,76131.30640016148,63290.14070084421
Sharp County,AR,120197.5218817886,139089.28858178147,146779.4095640258
Ben Hill County,GA,73215.11522721485,88195.86551556496,109098.53338452445
Mariposa County,CA,316579.04172644287,375531.0587715662,390085.141301452
Humboldt County,NV,222928.743249634,257652.8396231355,293461.7516635366
Cook County,GA,107086.31251518504,122001.39565546082,141401.55370428562
Clayton County,IA,137773.66515440485,150647.63187780007,174547.65163436078
Henry County,AL,148375.24053288557,157208.37766170126,169178.95248598733
Franklin County,AR,115316.58258211704,133042.8641202219,156355.40325909885
Morgan County,WV,174267.32530010084,207736.0095191861,256293.80441968128
Mason County,KY,100483.63364993809,118256.55410332848,142984.56433238336
Chickasaw County,MS,108493.74530369329,121396.8974536772,129560.47178203904
Tama County,IA,116531.8523678446,131334.3427843432,151470.3603325469
Falls County,TX,131376.35983344217,146570.35096574112,147591.6362449012
Park County,MT,374312.3123060036,478782.0873527897,539347.7696997976
McCreary County,KY,63850.05865972213,78239.93879936059,98955.6898236964
Garrard County,KY,149803.4652025278,175228.3089357745,207163.98354338304
Edgar County,IL,84948.26250966116,90068.64912872786,87857.08803281783
Hardin County,IA,101356.37733663894,113685.46122275728,128400.75637682636
Scurry County,TX,118464.95396866708,127530.5634397933,125916.23499626528
Lewis County,WV,104999.75256595116,119067.54482443444,130330.32832276684
Bristol City,VA,108970.17291024615,126156.56730817448,163318.4605518882
Phillips County,AR,64508.10587757331,62802.53887326361,53713.41941001171
Dallas County,MO,144385.28451520263,175122.71622861177,212940.79503317937
Cross County,AR,105846.3582902584,117521.2506478116,135745.15323101476
Warren County,IL,87244.89379386918,88081.84016436503,95889.90680944074
Jackson County,AR,82706.7936851787,87235.3426605496,87500.1759679475
Gunnison County,CO,471766.658030968,563155.3985821195,670331.116895976
