,RegionName,StateName,2000-mean,2001-mean,2002-mean,2003-mean,2004-mean,2005-mean,2006-mean,2007-mean,2008-mean,2009-mean,2010-mean,2011-mean,2012-mean,2013-mean,2014-mean,2015-mean,2016-mean,2017-mean,2018-mean,2019-mean,2020-mean,2021-mean,2022-mean,2023-mean,2024-mean
1125,Douglas County,WA,,153636.7319811892,155868.89603995325,159496.49451010293,172173.36507257094,197194.2034091842,225039.5443745654,240681.644277729,238897.1775163932,225323.2552223073,215444.004139582,204618.83155470336,203825.1971145961,209994.5716085479,219750.40906201105,236043.6777335103,254604.7706887492,273311.05186341703,298243.224885615,330525.8826438929,362025.7812232829,406416.7579358649,452150.785593356,451859.7073036764,464853.8047481673
1126,Ohio County,WV,68306.3862031004,72149.54469176008,75161.09470501254,78206.90844294106,82112.0002108208,87141.2379028044,91770.3736696564,93196.33768139598,93747.61410865422,91260.1991745982,89950.4164446999,89374.01473651019,90439.64120239877,93611.23646573744,95425.48130778606,101728.55520482863,104780.50944745477,106325.31879265924,113630.77788706037,115384.89009732688,120495.55634530143,132907.78329292662,137750.48537374046,137602.6835010521,140829.31861070092
1127,Danville City,VA,50685.44009695333,53440.78242571561,56282.835845581314,59168.93289510278,65318.391833587695,74912.56127845391,79265.58229565439,78065.23113758944,74180.32564786168,71525.29562563397,70289.30977179403,68764.11335440143,68163.94396396003,66055.29579830852,63961.85286589788,62510.24925386824,61370.03039931115,61119.72234742888,62894.67888901856,66239.9648192378,71317.32141385475,84230.59755801382,100379.87492842508,109343.6778856466,124787.31262344508
1128,Davie County,NC,,,,,,,,,,169368.01582625834,164642.09023060557,158814.38865662477,157122.11770509978,159492.13536154552,164783.18804640925,169107.08703250164,175027.0176161693,180457.9985259056,189377.4256522932,198225.25833064303,212761.2252725301,245557.09674335225,276459.3546214383,283295.7097634193,294553.01397001423
1129,Franklin County,TN,91766.49756823629,95987.15201852335,98497.76634324828,100518.03425502247,103512.18727728516,107633.84751690688,114544.29407220225,123034.59262735514,126343.77984283897,124005.50352757204,121132.90272975292,118568.6064686955,120177.6174972452,122079.7029552436,127066.70627596736,134368.38080473887,143160.42762493767,152565.27213334708,162530.895209906,178199.75031508275,196116.43186194287,232957.8366667036,273648.69975983753,281535.2936410609,291213.0237446422
1130,Sweetwater County,WY,,,,,,,,,,,,,181581.5741366977,196876.8206351626,203859.9519366297,213334.9968789067,217031.2367402561,213049.65234371787,214426.27470035315,219474.79914530745,226179.0267105035,234950.73853941637,250350.3082853648,262084.88729878055,271845.0070371721
1131,Saint John the Baptist Parish,LA,,,,,,,,,,,,,161838.07521846096,149731.02775967197,157835.7651820949,160919.55092811954,174697.2065641478,175932.7476669741,178781.86043496523,182040.1586978767,189056.6364329336,205363.2535736513,204843.3467769669,193693.1043115869,194167.3826195364
1132,Levy County,FL,83046.63267243981,89909.74901356913,97750.08866468066,106974.93094481068,123315.92465424829,146030.50209280997,180266.05383498225,172117.98299655344,146024.6181835495,124248.7745442478,113979.49052380644,108165.01617513788,104838.0263812112,106757.18166525368,112694.18320135548,119706.22329508942,128106.68668086355,135069.1777202333,146431.98935693118,165711.40628719862,182165.24866786704,216819.7271125534,262507.5349668081,275540.476585483,289729.6074438291
1133,Montrose County,CO,115473.21286434424,123906.61309674616,128922.9945812478,132324.0614956179,137587.88448594022,144975.46768061805,172596.811061097,182598.2141491532,182215.293736501,178753.58798515753,173574.58525582438,169023.35182506355,171505.8839789937,178900.24313019254,186457.4004633003,197513.5708394331,214506.6370182283,229386.71707293025,249092.32380948693,267110.7931297148,287345.1583396993,338187.3633870887,396720.7414139813,404451.4220872258,418578.63788993336
1134,Butler County,MO,90505.49852521252,92902.03824063712,94637.06754150268,97327.9676659595,102933.83467619288,115923.99558204226,122425.63684142852,126886.77943031608,127014.73272697872,125289.30664676485,122764.12139409168,120496.33594806494,120251.27682684688,118738.4627072742,115539.0399881256,112849.57455870124,111742.30012247218,110703.51221563852,109734.20697812416,112138.68338612128,114779.65796500036,125421.47899580083,137391.20948080556,145337.16406612386,149977.1702343779
1135,Erath County,TX,,,,,,,,,,134059.56174956178,133018.41737900765,131542.97379438978,133662.5743463151,137656.3317664595,147100.16368100783,155546.91819982088,163758.9149565645,168821.0667223445,178276.48154335612,190018.91916369685,204690.72132138695,240653.50405117808,287483.9413035673,302045.0232166592,312113.6018776291
1136,Prince George County,VA,106806.37595790956,114133.54044042586,123790.4341640442,133300.16531142857,149626.82435007184,173700.02486983352,187662.61184964527,190058.3660186024,180798.6575627474,173289.6186483289,167206.2918332525,163343.6561262783,163508.69722064855,167749.47133136194,172422.44343158734,176508.25018237377,182643.35482675783,190852.81812561103,199350.5777000798,207568.5462003228,222125.96287951965,254859.14475231027,291218.29956744943,312226.7633995334,323849.79032859363
1137,Pierce County,WI,,,,,,,172766.5725306318,174349.16604395743,171501.1694124591,164501.76644361237,157057.77570239457,151084.39198389574,153936.42167890238,168078.87629185035,178543.1114357822,185818.65713426072,197097.7346054536,211497.63794563877,224108.4536121833,239121.1679764164,256297.95416359627,288828.04101347266,317986.7308785241,326670.31046158745,335893.2584016711
1138,Summit County,UT,,,,,,,481170.2278956037,500927.09261304914,495818.99610416894,458513.74686991534,405679.4411204845,421219.5036664566,426292.17810917017,462308.9938813912,510839.6823012438,567151.3601579327,622278.3627624642,674682.9109957145,719170.2822937965,749452.3169793993,796682.7203033171,1009854.2361090244,1289246.873906205,1228729.7315551343,1262549.6933504518
1139,Mercer County,OH,,,,,,,,,,122003.67922558516,121489.7655670173,119835.34372648915,122639.33856959538,136584.65700452414,146246.2981816087,151160.79756279092,142185.2681437049,143110.54716287725,151843.6795858621,161755.9772567282,173663.15960227523,197692.52079103168,215721.9440244698,228033.1214857488,239809.4271145898
1140,Clinton County,OH,,,,93946.87789023294,95933.66404964218,96102.51053994728,100465.5196274026,100329.69457459844,99437.17335211668,96463.60001955317,93255.60392471313,90013.0091144697,90204.1163195125,95123.18828375328,99461.25224210328,109142.72555619985,118959.66403126606,127544.8326479781,134966.4895231646,142518.47335315464,155673.22364661624,183115.41454522088,203409.41308967263,208753.03224108493,222305.2758704751
1141,Okanogan County,WA,,,,,,,,,,163149.00897171508,155377.5473820375,149536.6690870684,149810.5223137993,151602.5991918264,151518.2523576891,158339.44678680258,165929.11023255755,174872.1569180508,184936.76303351007,197459.4031951547,214082.7625197188,260690.46450498127,296558.50272495503,293321.9271642584,291843.8287773701
1142,Crawford County,OH,,,,,,,,,,,,76130.50088354124,76075.3681339953,74800.85897873818,73338.72022644553,74207.67636045873,75926.3853954938,76364.90089977281,81246.51928694785,88353.31504831485,97905.23469683928,114870.04503992306,127536.34349839982,133800.54159937962,139057.35687315787
1143,Nez Perce County,ID,,,,,,,,,,170358.4178395977,159744.22179490564,151019.40167161616,158469.27059553194,164976.48928083896,167679.4743086264,176769.82896446608,185170.1365204276,195954.07719327588,207484.18969876773,220686.27322973823,237983.61532686008,295267.5533276237,347471.42254490306,351985.51512742863,361319.6116699264
1144,Gratiot County,MI,,,,,,,,,,,88816.86680532624,87173.75237189294,88873.86545793277,96508.19381182002,98558.96658736758,98669.06800473148,104525.62862862671,109916.7136142151,115850.62164897234,117317.87589425062,128765.86630593572,148605.4141943082,158852.94226379335,161055.62578478793,158278.87548097456
1145,Marinette County,WI,,,,,,,,,,99333.60376371827,93611.9206258836,89269.11075865368,92425.8917804352,94116.97966120788,96462.63862282144,99795.81968324108,101589.11832517856,105843.58186147646,111684.9312363357,117498.73442757023,124773.94236826978,144110.42737905943,163949.6774781278,175350.6002033196,183232.17602774108
1146,Wharton County,TX,,,,,,,,,,114556.7915913817,109992.49199252132,107950.51396758563,108501.79882148304,109008.0151471998,117532.33647699782,128826.67430008734,139919.4221813974,144872.35840593348,150478.86299866138,163363.56590719963,176100.00771840187,189385.8432811685,206503.4967548797,202263.8408085358,200846.404557818
1147,Fayette County,TN,136927.22222855937,143864.5180219846,148707.10082390203,154078.22215595114,160459.6363658881,165899.39303764194,172842.6610134917,180557.08607294725,184913.82208493745,180778.7122970661,175390.4440944804,171197.69237189373,172456.50060078985,179024.91989583537,186855.53566799805,195552.9070749971,204359.1650305004,213669.42837893844,226879.1802540916,245883.6180109009,264093.0427018237,301250.8405986662,347975.10242823506,354743.45510629634,361978.23682418576
1148,Baxter County,AR,92148.3817982785,96416.57995557452,98824.61732341856,102336.13563391229,107554.24969213369,117198.60563409376,132049.7147369529,142420.91809312065,142168.54241673351,140113.62711793024,136253.40973219508,134408.76375017743,131901.61261960474,128714.38608636854,131754.2183103248,134946.06287055308,138802.18519842724,142582.88408012458,146666.58567894722,153359.8089364591,161397.33950564975,182325.93874009643,209391.23294068457,214464.5342701718,221413.91266321903
1149,Tallapoosa County,AL,,,,,,123450.9984353206,130545.63440157993,139242.29703492954,139235.8088455318,133792.6905444819,126573.4551707314,122858.07244667034,124070.31469815668,126116.9360713308,127165.80945835653,127180.78707625868,130659.58410131502,136034.47882048672,147600.50035648255,156476.88915780492,169696.68678045,196177.74891582967,222232.91064518373,226172.1933057485,224900.68761453425
1150,Cooke County,TX,,,,,,,,,,124305.42393521268,121984.05251989256,119564.88383052548,120497.13464696104,125329.40037705176,133986.09526846634,143376.05657739972,156169.8069411294,168618.02335923078,186327.45566074923,201384.85436968357,217973.81890083148,249300.526468372,291389.6247968827,289722.6967484124,297214.8720438972
1151,McClain County,OK,102296.4201707452,107363.62676824776,112379.98476378502,117167.09453857952,121674.09526318609,128348.52631176618,134804.37289761423,140529.34823223838,145977.46007075335,144843.50834152356,140778.95855637616,137188.66628110677,140043.1066197854,147781.22654386715,154306.06080797457,161801.1962240674,165470.51249887302,169347.2777174649,175636.41025554168,183073.7700511169,195045.81061907,221239.8472433401,251871.75935828712,263234.8860382271,270400.8958901035
1152,Tift County,GA,100223.34016808668,105918.23178957617,109821.0690645995,113418.49409943598,118860.46016291152,124765.35515842396,130144.92769144716,134605.64078893454,133908.80810196296,126899.33763592708,118406.02408441748,111801.0950704977,109662.77666110743,111235.80530970798,113983.2624086126,114988.39414955,118253.11292722146,119005.28231300558,124824.26795993246,132440.2498323586,140965.56393729497,154861.66274645113,172753.38540228107,180767.83579632384,185034.81616153975
1153,Benton County,MN,,,,,,169908.23154912252,170251.8276856871,167799.7893691676,160834.49046731074,150232.54302598233,141775.77335032678,135686.64245363686,137330.34102404662,146003.97884285028,150038.5983118828,156773.5256131692,164662.7150194672,175890.241131856,186279.7514168073,195426.0589523064,206486.3266006091,233751.84318399904,263773.42068861885,272262.2912886465,285339.31910631503
1154,Fayette County,WV,,,,,,,,,,,,,,,,,67285.50966037235,65682.80433180042,68514.9536412736,71746.86313568539,77045.9587975524,87912.94302999075,100401.1016736283,108590.69336965172,121213.21997296934
1155,Tioga County,PA,81214.66402255856,86647.61824801403,92018.29251029452,97824.96412449505,107578.52923843393,121145.81037063188,127680.50222104666,130137.30894748413,130626.84850172805,129185.5708325262,128493.75922321632,128991.0966076602,139410.7469581746,143589.91570400255,139805.3282001039,137341.21869401887,138653.10536214357,137213.95393869668,139977.943755022,144141.8401421605,153046.14441359942,174045.035629697,192531.067275955,196902.73050532243,203175.0145893247
1156,Preble County,OH,101619.05576100896,106997.73298892274,110615.20652002802,113199.07703553684,113958.75988217042,117198.66153018922,123352.95075698424,127205.28130951652,128080.12381906284,124245.83656032992,122160.98959522678,120759.89831237252,120305.51884797456,109145.6460052334,104468.79796084527,105231.34223221628,106089.1291570742,108294.00759476708,118234.16480892042,128252.89836070336,138156.1648862944,159136.33730624316,175170.12067761735,186596.72069694268,199918.78786570867
1157,Oconee County,GA,214956.13767084337,228509.6383433534,238658.96815470824,247690.0725129884,256805.25162121985,266630.0623931989,275020.48690047825,283002.79946379724,285331.58100914204,268498.86802611424,250787.1987242133,234677.4504210608,230238.01455957707,241098.07800384672,254947.5078743276,266659.0464762613,276750.19679284666,291064.0003742718,308320.00075225777,330518.7753033061,354217.24968577124,409152.62005309743,477672.33532805205,491255.30940886686,521233.0509530143
1158,Mississippi County,AR,42897.4330065834,44990.16446492373,46759.1438129369,48676.78724737219,50288.86221720642,52868.89716099278,55652.75325758596,56601.58762449011,59544.39341082588,57061.65533907869,55814.78421732695,54785.68950423513,57351.916784909896,61660.40455362094,59609.71521080561,53838.65093560311,56458.11965438313,58120.86121268654,67225.99711977043,70248.50922032655,87776.79852566606,107189.58104168608,97103.3185536244,84575.80306035063,93331.3062360901
1159,Cheatham County,TN,115840.53064187906,122198.29611640342,126488.47354793696,130304.82029879722,132698.83061960712,137488.13021212912,144188.70659193257,153145.61462626833,156940.3145083624,153657.32620957922,148973.7757342192,144894.85626771403,145622.067696231,150321.94409511428,156365.4869223048,169242.42414762382,186017.6866120704,205483.9442483388,221712.23612358724,239754.18294043152,260285.97847151663,305034.3270596426,359973.7973525435,361762.48106492026,374586.63792591984
1160,Shawano County,WI,,,,,,,,,,121806.35963315604,116164.33216218656,113119.54637974668,111889.15227142686,113810.85377014671,115072.48427076236,116222.0684043471,120066.27027327222,124558.80613892316,134234.81776114923,144579.13183437844,154139.3152942738,181784.00206257412,196892.4892279564,209800.80815569317,229688.7637441489
1161,Sanilac County,MI,93880.02296383254,100928.2311904142,108320.78587195194,113487.846913884,121872.63530653335,125024.24946412626,121742.63525746694,116876.54427405247,108373.12888240354,96601.03508381284,87756.68607214968,83644.42062689592,87786.6862340863,96431.21099952373,102723.79839734617,108483.7723968771,113063.08121757784,122678.40748375644,135374.08016228714,140658.04433402896,153701.2132901066,185735.1175236208,201271.56385708545,197256.8974149616,194547.0513655136
1162,Warren County,TN,81287.00090548051,84180.73861087799,86651.04640988821,88224.69645547363,89019.83435162397,90463.73213926327,94187.43442001646,98031.26989692468,99319.3099020538,96299.26650650262,93625.76880679536,91932.48930716772,92534.33420020854,93562.4515123714,95731.68869278376,98965.06790702988,106471.33388439345,115700.72768966891,124499.92578199891,139992.9058261178,157622.0250854194,182825.9832935316,218260.8755542024,223185.0497622422,236465.99727172664
1163,Upshur County,TX,,,,,,,,,,132106.67781386158,128851.98140169396,126228.30809580904,127754.32748956534,129458.7220393459,136665.07026841302,142617.28696993785,146374.53668734475,148895.96666973646,154573.14394324087,165088.5736899812,178086.92207124722,201574.1601036536,232049.24407312283,239482.31323324147,237945.90387495133
1164,Clatsop County,OR,,,,179391.81428819997,190815.1648996422,224473.947648016,265312.78758123674,284772.8239714407,278576.9646652975,253525.20323775476,235426.8751890812,221605.9493332432,219125.9717300965,221492.06618479072,228388.49995625217,241014.62447872732,264876.2307372146,286814.21675924206,307290.381255656,326433.5027651424,350160.7296804162,420032.926495662,495398.71816152,503863.5999334113,505532.5649827083
1165,Delaware County,OK,86865.7076838301,91897.61017277976,95805.9912027667,98547.41085073802,101720.38692025362,106261.56221847562,111767.49412655512,116364.15540785984,120962.28377390694,124941.28850221093,129626.41601704388,128166.9331898642,133028.69669748616,138737.13965306984,147523.52849007782,147930.31867378906,150286.29715467087,152120.08298751357,158590.48995309553,162744.9457222302,175579.80184243256,214409.4135887736,247290.2408591487,248709.96738914392,256281.7749123013
1166,Wyoming County,NY,69716.7287972055,75025.38631499857,81240.09040262365,87938.47674846732,97559.5328783081,108383.85131761398,113235.52563197678,117575.36396666082,115608.26540005991,107551.58375035744,103125.85997289613,101117.24136157212,100813.28839327324,101400.724698314,102427.0942692327,104385.72295058676,107982.03396139886,111755.02654283984,118550.81921535304,124988.86513701908,135593.3409702618,157450.5252742743,173374.5209184591,177129.37213139245,187628.8250851844
1167,McKean County,PA,,,,,,,,,,80012.80381585498,78297.70806325389,76765.75221180117,78703.04533811634,83194.40432106423,84986.71122363348,87828.82585027762,89070.59208803573,88336.2711747017,89207.3448691923,89873.34428755898,92193.79920771462,103084.77724287088,105679.78919420036,106953.63319453492,107542.48831251424
1168,Tazewell County,VA,,,,,,,,,,93053.2065112792,91537.96490968583,91970.8694304322,93612.32062745934,92563.74768038696,92004.71011643484,90215.96921542576,89746.0117610222,88811.54756581997,87598.37311397662,90225.13962349833,94796.97986186465,105816.59956804298,115771.28660320792,122989.54579378154,130288.7789918678
1169,Isanti County,MN,99556.39497544894,110317.14771215658,121007.59456533422,130779.33925982824,143651.1439643935,155508.34152323395,160343.53376836187,159017.586361229,152448.3059165991,142457.90289838883,133898.11892015088,126922.96354757734,129996.4636261284,146417.17654689046,162386.17159216097,172829.6787894334,185078.5022049611,200021.2738492282,217144.23060731575,228388.76563987185,245869.98856452736,281609.8800043942,310267.1949405825,313164.43468497595,321050.907600153
1170,Orleans County,NY,61697.20574552668,65967.36968599365,71436.49169077737,77091.62752932518,85016.93321993294,92158.28450210024,97301.97091134483,99569.71305313749,101714.07626457978,95175.46344237616,91782.27238824096,89298.23260410858,88112.54500755465,87724.25795013252,89004.74716702476,90806.04673710058,94980.9068025007,100556.72063284834,105395.7303044662,110439.1265656532,119299.31755234482,139656.17068641385,153968.6841048466,162139.29001903735,173482.37029839898
1171,Knox County,ME,131868.22302289229,148508.03652935408,165939.77438247864,187741.2876048884,217711.14006369095,224299.98405160592,225542.05782771527,230567.2334178052,231401.1832274076,215193.96525745967,201897.45071489536,200565.79655873348,199225.39343491025,200753.814373886,204379.6693109389,208147.5582783626,214633.71745049287,219296.0502048227,229059.14688857197,241327.7866959888,258754.0174918011,320973.2464080824,383887.2742803803,402586.45228455006,423376.3135726293
1172,Ottawa County,OH,123958.67202960992,131033.63396429172,135255.32327215417,140097.9082655822,146151.42148813908,151945.51133452184,153506.301442805,152665.62038476617,151331.9280975048,147732.2044792058,143678.85894878002,140559.17091372513,141063.25402228956,141635.3463291107,148493.7480765635,151068.37574483393,152824.89398401676,156779.32043567675,163980.60273329224,172406.95538776365,184297.75762942008,214059.2631248356,236694.0914739438,242263.93867316176,256024.65945976556
1173,Rio Arriba County,NM,,,,,,,,,,,,,189582.70344023567,192153.39834592096,195949.51614289492,192749.51058028935,200210.2194578552,206306.17945834287,212903.8340500668,224787.59845287888,240559.0975000792,281192.574692787,298584.48947746545,296309.18162981106,308173.9419603281
1174,Warren County,VA,,,,115320.08267056062,126581.26671395409,158276.40694495154,180065.49303565442,181551.95505271625,172947.81783936123,163265.71291627482,155945.92821120878,151993.49169776478,155131.95607495113,175120.15457154368,189562.96622785044,196606.52149295516,205757.8489523205,215686.39584460724,226807.5876954492,237913.14416771772,249266.89202882216,289012.4742798277,321074.4238686201,330837.12509430724,354510.7483997432
1175,Pike County,MS,,,,,,,,,,94821.25536703606,92585.41281196204,90145.76474091876,89010.33256941028,87189.64488501474,84633.75866556127,86891.01671899996,88436.81475979819,92958.86718790706,96342.67055461864,102614.53046759432,100252.32996561058,104406.48754389012,109011.0415120345,102587.42452745204,92030.63349349106
1176,Pasquotank County,NC,,,,,,,,,,160296.84755824212,150494.35928266202,142997.0266008308,142596.90982235858,133618.7017071331,130389.7394594865,131319.77205186308,137221.63370094262,138536.11168101107,147703.19599056782,154218.8498244603,161796.78056045112,188135.5720173389,213635.19936709115,227357.95335163223,242632.88260104868
1177,Marshall County,IA,,,,,,,,,,91935.14368029806,91025.55264236372,89437.2257881314,89171.23781313292,89356.22298681892,86896.39128692837,87262.51906507018,91792.57807634224,96499.81584420346,104962.78849507507,114828.71682383605,119370.57718384262,131710.88946143733,145101.0049487394,148611.6423872193,155756.99090342503
1178,Amador County,CA,,,,,,266014.7698276832,292831.4522947668,275286.4486311172,227181.3995929208,193655.8023773215,182149.6856207512,173401.14173357634,175425.0472983646,197243.5802753759,226753.11359326943,249886.82074433743,275615.7730988305,299453.1567188388,324990.8284107203,335275.3367830957,343006.975748486,397632.0184419248,436879.0766629112,419907.5762266656,421235.60072766914
1179,Lagrange County,IN,,,,,,,,,,148712.74717057953,146721.82603617877,147545.8578954936,150100.1365974484,155879.5963135866,157295.86424322776,165342.25989521955,174476.9401441006,185927.24188345147,198498.8950633014,216107.85061607836,228657.58804470237,268443.2035090399,304718.95007491217,303168.5587135683,313721.97377858753
1180,Mecosta County,MI,,,,,,,,108435.4481422342,104668.26804299538,97131.62423521955,91457.58650922855,89084.55876853298,89549.89811771146,96390.2003609577,102849.99093736238,105880.09678711576,114292.67076262088,122787.90934969707,129065.89911389192,136311.34443107384,149047.57171189244,171132.46164670747,190355.4520940148,194123.33010913027,200005.09102057
1181,Mower County,MN,71901.29791715759,78158.6791635311,83785.75128196813,88738.77851263109,95616.32093745565,101387.13379511144,102562.46620353249,100777.88888863196,97020.09118199098,91256.0448464256,86838.85247979451,82986.94365584507,85149.27989823396,89967.575944348,91726.5428143931,92861.54783169198,98685.42492483614,104423.6218209538,113561.37976329697,122830.56962955676,130791.23469739774,152158.26044176237,170628.88049553946,173745.3429774566,183961.6757731946
1182,Avoyelles Parish,LA,,,,,,,,,,132461.76024025603,133804.29331312486,138239.42080221293,142213.81028913034,145539.74725095983,147556.79755875707,153977.14792486068,155137.22703978568,159282.7398326316,154146.7992175578,156630.36765544032,161263.87090399716,153983.01442267405,151628.91748503552,138202.8791373342,124406.17523665128
1183,Snyder County,PA,,,,,,,,,,,230149.60135926667,226752.54524631496,230877.34169429893,243286.71425265967,224781.2912335654,169068.96621222087,164719.27718212453,170643.35542352014,170891.70485739445,173600.28788267603,185349.76403699364,205112.99035392836,213450.9396671861,213750.88897904905,206117.11692450367
1184,Murray County,GA,82067.13371499363,87713.48425012238,90844.68635343509,94551.98647841458,99090.6666006561,101757.98496458516,106947.2975927196,110058.08316713411,109009.81884047564,103082.55043772266,95829.71412073691,89477.47424276604,87128.72128729266,96311.06355091864,103441.42098988424,107148.4885238156,113775.51515891374,121450.15760029212,129481.03677346389,141014.7700676166,154148.0945022027,178947.1698252688,205594.33762430944,211480.4069134472,225392.36094188053
1185,Howell County,MO,,,,,,,,,,89838.58571674848,88682.40045198127,87060.08387360352,96636.76408479382,97570.84564857972,96429.6733326296,100048.79228748124,107174.87629710628,110190.01972566258,112314.87154106236,117742.45700243243,125168.97595934242,151043.3773887348,180254.3126628315,190406.918654589,198078.6772234483
1186,Okeechobee County,FL,76337.5298049332,83315.41975857606,90175.019767836,98016.61661741955,107540.2998691756,126385.22861099151,148478.9285075735,144969.96142522857,122698.6004244648,102955.16128465852,92390.50990613196,86422.5742932615,85039.45758286574,87485.40503553081,92025.21718450612,100859.1106078191,112760.85097114976,123938.12800055754,140400.16789495913,154707.41638538416,166155.83695385818,194901.04376700937,239597.22066390584,257609.0529016403,273760.81370221084
1187,Sequoyah County,OK,74578.14397636885,78646.32415717871,82004.16223422362,84388.35132404607,86992.5862754987,90871.8447952982,94426.52888604673,98723.59735959012,101620.60096161863,97107.30715585974,94526.96341017658,90113.95106997836,88740.0771527041,87153.21159877111,86623.32961440245,87385.1641964676,94219.76716728618,96637.31637234804,104127.24561698009,109282.96319511467,118163.2312727287,135980.6150915467,161309.92015101688,167512.3571775573,171152.9902737475
1188,Waldo County,ME,,,147591.0973787906,154538.84157780593,176095.92436450892,193591.6254016892,196054.62137830796,197813.66983228383,193659.0769942577,183892.57491786772,184681.0618373338,170479.15765284922,169064.87354283966,168634.22217306108,165861.47745864067,168984.77915776827,170534.09943519902,174586.68306210655,186174.4364245977,195825.573523624,211009.83787746303,256229.8401588773,297068.131963571,307813.2299187023,315435.9357288711
1189,Harrison County,IN,,,,,,,,,,127656.64088896423,125752.84638430271,124271.33801220168,122825.14162737055,123682.68849865302,122174.3321233072,126747.0454444746,135987.06153267346,145168.52850722053,156243.8567000587,165229.04044247005,175400.45738477175,198970.8324962234,221552.66175781528,229331.1983292265,243241.1663395572
1190,Latah County,ID,,,,,,,,,,245868.1144042633,229196.80879524272,212062.43505049625,218914.35184059155,227725.75309594857,227780.93924617057,232856.86012766705,238158.35844131105,242564.17379044896,257280.95952961096,281505.1401472158,309223.4439965902,365683.2138283376,424283.0810087644,427036.464922884,439814.90379201056
1191,Hendry County,FL,53141.46077805236,58001.03849865968,63770.416534600205,69741.68989301365,80358.37295898955,99209.43198210742,117054.02444429144,115079.7238032932,97684.5958136756,81958.64967773318,74043.4478720755,68074.28914634392,67205.74888148111,74414.97232443675,81532.0880680103,90409.06805670696,104140.5764361266,117082.41680710636,130827.89647533269,143314.20979927262,155108.5785343065,186125.73032969996,232527.68681769876,256371.787442895,271757.05736135173
1192,Fremont County,WY,,,,,,,,,,198856.99951215836,199388.31827227675,196744.629869012,189944.275347678,194183.78208288035,193450.1709149525,200869.80712622212,201090.15252173343,195534.97378519387,192562.40547683704,202374.5324991521,210113.66129807007,236843.4820099933,280544.4706932403,295426.16582223406,306474.89507281856
1193,Wayne County,WV,64937.20879696588,67951.18083837166,70353.48963472778,73005.48758700183,77121.05460397882,85441.46558892404,90607.4971126878,92756.19205334372,93327.1694580231,92363.65655558671,93043.45365477998,92383.08102250012,92225.26499723773,89597.89307741153,87393.64705460746,89939.94038596457,90180.0678682652,91732.66465931755,94980.91460707816,99078.31288773408,105093.63596140864,117119.91880835452,124063.97437599744,123311.6878182868,130079.67475286244
1194,Campbell County,TN,63173.80773146172,64590.18113531662,66013.28302285154,67514.34153568745,70626.72143590057,75907.03436794873,82300.72987010195,87366.82085570329,88728.63596527833,86714.31625690711,84792.54220941165,83493.83444747642,84878.58195949749,88218.89744593135,92879.94319862472,94023.47807626106,101248.7863438138,106945.95669204392,113504.37528839124,126464.37386693154,135212.39150171124,158790.98745229744,190757.365743154,200644.83556526864,224400.3704507556
1195,Mayes County,OK,78154.78567969169,82548.98114570828,85258.41413905557,87778.55755930737,90907.96971884268,95223.53016011948,100100.76648967694,104436.4202316258,107943.766397681,103774.6574423758,101307.48169997484,99008.78432982326,100136.67093538896,103138.53358835603,107908.45361905856,112369.66070398931,114780.09422315191,117329.77941822492,126496.3277556078,133533.0328126022,140678.35456122106,166624.70646744332,191944.18224832395,194559.9479872871,198910.07456366395
1196,Union County,AR,,,,80550.83215191671,84360.79313723279,89735.64086704171,94269.77354666192,96535.71028523264,96666.46921304624,90901.84736132243,88823.80493816153,86164.86838335861,87595.92642456101,90663.75880830658,92830.2500797644,94961.0111159186,96763.26146277548,100076.20757998317,103117.67961578508,107946.5226230278,117291.96271711728,126998.34668273572,129297.4396008518,125982.91120694368,125603.14932764704
1197,Jim Wells County,TX,,,,,,,,,,163542.90653092397,155296.82130839318,153272.42980986615,151526.60095063754,152625.03626401105,149486.78245560997,151964.81769335666,150665.6618732695,142986.09499997643,138886.76916695177,145129.9848108126,149974.86811347265,149935.81357951777,143709.5569013552,137265.36745626564,130968.02776171271
1198,Dallas County,AL,47811.48242992765,50228.48819804954,51775.03977646772,53460.40328390271,55066.55317719085,58230.1331698173,63290.61354835432,70610.73507746767,68283.37762113646,70921.66406283919,68022.31979753892,62902.488671520965,60619.92373146839,64258.10772487891,75313.52131029124,77017.96631094762,79703.6024224902,74814.1837523023,74673.75874526052,71982.26920840642,74653.80409883201,78819.62867958132,79342.2756189923,78390.75066536508,76505.67704397014
1199,Des Moines County,IA,,,,,,,,,,82074.78646035514,82322.51455143587,82492.49988138817,82309.93560060761,85430.60985098516,90743.64465561688,96749.97433721904,100772.5711549812,101565.72743331768,104943.98260761608,108766.10121085556,112769.29081148328,119752.70977961608,127973.89199832627,130918.70012666984,133006.9154457649
1200,Crawford County,KS,,,,,,,,,,75614.20524905721,74310.07144237495,73325.42026963065,73230.56293108863,73149.21586791992,73622.12701811355,75053.79958620919,75783.50379217813,74772.91802422392,73739.58910505884,77104.95375654637,82636.48790412226,93908.1235823956,106010.06628539758,112777.69899197375,119976.45764472068
